"""Main Muscle Worked""","""Level""","""pic_right""","""Mechanics Type""","""Equipment""","""Type""","""name""","""Other Muscles"""
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1/Male/l/1_1.jpg,Compound,Dumbbell,Strength,Dumbbell Bench Press,"Shoulders, Triceps"
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1161/Male/l/1161_1.jpg,Compound,Dumbbell,Strength,Dumbbell Bench Press with Neutral Grip,"Shoulders, Triceps"
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/223/Male/l/223_1.jpg,Isolation,Dumbbell,Strength,Dumbbell Bicep Curl,Forearms
Hamstrings,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2271/Male/l/2271_1.jpg,Compound,Dumbbell,Strength,Dumbbell Clean,"Calves, Forearms, Glutes, Lower Back, Quadriceps, Shoulders, Traps"
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/12/Male/l/12_1.jpg,Isolation,Dumbbell,Strength,Dumbbell Flyes,
Middle Back,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1311/Male/l/1311_1.jpg,Compound,Dumbbell,Strength,Dumbbell Incline Row,"Biceps, Forearms, Lats, Shoulders"
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/318/Male/l/318_1.jpg,Isolation,Dumbbell,Strength,Dumbbell Incline Shoulder Raise,Triceps
Quadriceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/32/Male/l/32_1.jpg,Compound,Dumbbell,Strength,Dumbbell Lunges,"Calves, Glutes, Hamstrings"
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/319/Male/l/319_1.jpg,Isolation,Dumbbell,Strength,Dumbbell Lying One-Arm Rear Lateral Raise,Middle Back
Forearms,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/321/Male/l/321_1.jpg,Isolation,Dumbbell,Strength,Dumbbell Lying Pronation,
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/322/Male/l/322_1.jpg,Isolation,Dumbbell,Strength,Dumbbell Lying Rear Lateral Raise,
Forearms,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/323/Male/l/323_1.jpg,Isolation,Dumbbell,Strength,Dumbbell Lying Supination,
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/337/Male/l/337_1.jpg,Compound,Dumbbell,Strength,Dumbbell One-Arm Shoulder Press,Triceps
Triceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/324/Male/l/324_1.jpg,Isolation,Dumbbell,Strength,Dumbbell One-Arm Triceps Extension,
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/325/Male/l/325_1.jpg,Compound,Dumbbell,Strength,Dumbbell One-Arm Upright Row,"Biceps, Traps"
Biceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/326/Male/l/326_1.jpg,Isolation,Dumbbell,Strength,Dumbbell Prone Incline Curl,
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/327/Male/l/327_1.jpg,Compound,Dumbbell,Strength,Dumbbell Raise,Biceps
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/109/Male/l/109_1.jpg,Compound,Dumbbell,Strength,Dumbbell Rear Lunge,"Calves, Glutes, Hamstrings"
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1341/Male/l/1341_1.jpg,Isolation,Dumbbell,Strength,Dumbbell Scaption,Traps
Calves,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/175/Male/l/175_1.jpg,Isolation,Dumbbell,Strength,Dumbbell Seated One-Leg Calf Raise,
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/328/Male/l/328_1.jpg,Compound,Dumbbell,Strength,Dumbbell Shoulder Press,Triceps
Traps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/96/Male/l/96_1.jpg,Isolation,Dumbbell,Strength,Dumbbell Shrug,
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/88/Male/l/88_1.jpg,Isolation,Dumbbell,Strength,Dumbbell Side Bend,
Quadriceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/85/Male/l/85_1.jpg,Compound,Dumbbell,Strength,Dumbbell Squat,"Calves, Glutes, Hamstrings, Lower Back"
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/61/Male/l/61_1.jpg,Compound,Dumbbell,Strength,Dumbbell Squat To A Bench,"Calves, Glutes, Hamstrings, Lower Back"
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/63/Male/l/63_1.jpg,Compound,Dumbbell,Strength,Dumbbell Step Ups,"Calves, Glutes, Hamstrings"
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/866/Male/l/866_1.jpg,Isolation,Dumbbell,Strength,Dumbbell Tricep Extension -Pronated Grip,
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2031/Male/l/2031_1.jpg,Compound,Body Only,Strength,Elbow to Knee,
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1171/Male/l/1171_1.jpg,Compound,Barbell,Strength,Elevated Back Lunge,"Glutes, Hamstrings"
Lats,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/293/Male/l/293_1.jpg,Compound,Cable,Strength,Elevated Cable Rows,"Middle Back, Traps"
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/117/Male/l/117_1.jpg,Isolation,Exercise Ball,Strength,Exercise Ball Crunch,
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/121/Male/l/121_1.jpg,Compound,Exercise Ball,Strength,Exercise Ball Pull-In,
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/510/Male/l/510_1.jpg,Compound,Kettlebells,Strength,Extended Range One-Arm Kettlebell Floor Press,"Shoulders, Triceps"
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/232/Male/l/232_1.jpg,Isolation,Dumbbell,Strength,External Rotation,
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/868/Male/l/868_1.jpg,Compound,Bands,Strength,External Rotation with Band,
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/869/Male/l/869_1.jpg,Isolation,Cable,Strength,External Rotation with Cable,
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/210/Male/l/210_1.jpg,Isolation,E-Z Curl Bar,Strength,EZ-Bar Curl,
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1641/Male/l/1641_1.jpg,Isolation,E-Z Curl Bar,Strength,EZ-Bar Skullcrusher,Forearms
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/681/Male/l/681_1.jpg,Compound,Cable,Strength,Face Pull,Middle Back
Forearms,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1681/Male/l/1681_1.jpg,Isolation,Barbell,Strength,Finger Curls,
Chest,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/162/Male/l/162_1.jpg,Isolation,Cable,Strength,Flat Bench Cable Flyes,
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/94/Male/l/94_1.jpg,Compound,Body Only,Strength,Flat Bench Leg Pull-In,
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/90/Male/l/90_1.jpg,Isolation,Body Only,Strength,Flat Bench Lying Leg Raise,
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/285/Male/l/285_1.jpg,Isolation,Dumbbell,Strength,Flexor Incline Dumbbell Curls,
Hamstrings,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1121/Male/l/1121_1.jpg,Isolation,None,Strength,Floor Glute-Ham Raise,"Calves, Glutes"
Glutes,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/267/Male/l/267_1.jpg,Compound,Body Only,Strength,Flutter Kicks,Hamstrings
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/108/Male/l/108_1.jpg,Compound,Body Only,Strength,Freehand Jump Squat,"Calves, Glutes, Hamstrings"
Abdominals,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/295/Male/l/295_1.jpg,Isolation,Body Only,Strength,Frog Sit-Ups,
Quadriceps,Expert,http://www.bodybuilding.com/exercises/exerciseImages/sequences/42/Male/l/42_1.jpg,Compound,Barbell,Strength,Front Barbell Squat,"Calves, Glutes, Hamstrings"
Quadriceps,Expert,http://www.bodybuilding.com/exercises/exerciseImages/sequences/59/Male/l/59_1.jpg,Compound,Barbell,Strength,Front Barbell Squat To A Bench,"Calves, Glutes, Hamstrings"
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/75/Male/l/75_1.jpg,Isolation,Cable,Strength,Front Cable Raise,
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/371/Male/l/371_1.jpg,Isolation,Dumbbell,Strength,Front Dumbbell Raise,
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/231/Male/l/231_1.jpg,Isolation,Dumbbell,Strength,Front Incline Dumbbell Raise,
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/230/Male/l/230_1.jpg,Isolation,Other,Strength,Front Plate Raise,
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/273/Male/l/273_1.jpg,Compound,Barbell,Strength,Front Raise And Pullover,"Lats, Shoulders, Triceps"
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/737/Male/l/737_1.jpg,Compound,Barbell,Strength,Front Squat (Clean Grip),"Abdominals, Glutes, Hamstrings"
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/511/Male/l/511_1.jpg,Compound,Kettlebells,Strength,Front Squats With Two Kettlebells,"Calves, Glutes"
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/372/Male/l/372_1.jpg,Isolation,Dumbbell,Strength,Front Two-Dumbbell Raise,
Lats,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/182/Male/l/182_1.jpg,Compound,Cable,Strength,Full Range-Of-Motion Lat Pulldown,"Biceps, Middle Back, Shoulders"
Lats,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/292/Male/l/292_1.jpg,Compound,Other,Strength,Gironda Sternum Chins,"Biceps, Middle Back"
Glutes,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/98/Male/l/98_1.jpg,Compound,Body Only,Strength,Glute Kickback,Hamstrings
Quadriceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/590/Male/l/590_1.jpg,Compound,Kettlebells,Strength,Goblet Squat,"Calves, Glutes, Hamstrings, Shoulders"
Abdominals,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/183/Male/l/183_1.jpg,Compound,Body Only,Strength,Gorilla Chin/Crunch,"Biceps, Lats"
Quadriceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/56/Male/l/56_1.jpg,Compound,Machine,Strength,Hack Squat,"Calves, Glutes, Hamstrings"
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/147/Male/l/147_1.jpg,Isolation,Dumbbell,Strength,Hammer Curls,
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/60/Male/l/60_1.jpg,Compound,Dumbbell,Strength,Hammer Grip Incline DB Bench Press,"Shoulders, Triceps"
Shoulders,Expert,http://www.bodybuilding.com/exercises/exerciseImages/sequences/227/Male/l/227_1.jpg,Compound,Body Only,Strength,Handstand Push-Ups,Triceps
Abdominals,Expert,http://www.bodybuilding.com/exercises/exerciseImages/sequences/222/Male/l/222_1.jpg,Isolation,Body Only,Strength,Hanging Leg Raise,
Abdominals,Expert,http://www.bodybuilding.com/exercises/exerciseImages/sequences/233/Male/l/233_1.jpg,Compound,Body Only,Strength,Hanging Pike,
Biceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/286/Male/l/286_1.jpg,Compound,Cable,Strength,High Cable Curls,
Glutes,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/877/Male/l/877_1.jpg,Compound,Bands,Strength,Hip Extension with Bands,Hamstrings
Quadriceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/878/Male/l/878_1.jpg,Compound,Bands,Strength,Hip Flexion with Band,
Lower Back,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/47/Male/l/47_1.jpg,Isolation,Other,Strength,Hyperextensions (Back Extensions),"Glutes, Hamstrings"
Lower Back,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/24/Male/l/24_1.jpg,Compound,Body Only,Strength,Hyperextensions With No Hyperextension Bench,"Glutes, Hamstrings"
Triceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/347/Male/l/347_1.jpg,Isolation,Barbell,Strength,Incline Barbell Triceps Extension,Forearms
Middle Back,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/278/Male/l/278_1.jpg,Isolation,Barbell,Strength,Incline Bench Pull,"Lats, Shoulders"
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1591/Male/l/1591_1.jpg,Compound,Cable,Strength,Incline Cable Chest Press,"Shoulders, Triceps"
Chest,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/181/Male/l/181_1.jpg,Isolation,Cable,Strength,Incline Cable Flye,Shoulders
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/37/Male/l/37_1.jpg,Compound,Dumbbell,Strength,Incline Dumbbell Bench With Palms Facing In,"Shoulders, Triceps"
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/114/Male/l/114_1.jpg,Isolation,Dumbbell,Strength,Incline Dumbbell Curl,
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/38/Male/l/38_1.jpg,Compound,Dumbbell,Strength,Incline Dumbbell Flyes,Shoulders
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/50/Male/l/50_1.jpg,Compound,Dumbbell,Strength,Incline Dumbbell Flyes - With A Twist,Shoulders
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/380/Male/l/380_1.jpg,Compound,Dumbbell,Strength,Incline Dumbbell Press,"Shoulders, Triceps"
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/882/Male/l/882_1.jpg,Isolation,Dumbbell,Strength,Incline Hammer Curls,
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/338/Male/l/338_1.jpg,Isolation,Dumbbell,Strength,Incline Inner Biceps Curl,
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/883/Male/l/883_1.jpg,Compound,Body Only,Strength,Incline Push-Up,"Shoulders, Triceps"
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1551/Male/l/1551_1.jpg,Compound,Body Only,Strength,Incline Push-Up Close-Grip,"Chest, Shoulders"
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1531/Male/l/1531_1.jpg,Compound,Body Only,Strength,Incline Push-Up Medium,"Abdominals, Shoulders, Triceps"
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1541/Male/l/1541_1.jpg,Compound,Body Only,Strength,Incline Push-Up Reverse Grip,"Abdominals, Shoulders, Triceps"
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1521/Male/l/1521_1.jpg,Compound,Body Only,Strength,Incline Push-Up Wide,"Abdominals, Shoulders, Triceps"
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/884/Male/l/884_1.jpg,Isolation,Bands,Strength,Internal Rotation with Band,
Middle Back,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/879/Male/l/879_1.jpg,Compound,None,Strength,Inverted Row,Lats
Middle Back,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/886/Male/l/886_1.jpg,Compound,Other,Strength,Inverted Row with Straps,"Biceps, Lats"
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/195/Male/l/195_1.jpg,Compound,Dumbbell,Strength,Iron Cross,"Chest, Glutes, Hamstrings, Lower Back, Quadriceps, Traps"
Neck,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/27/Male/l/27_1.jpg,Isolation,Body Only,Strength,Isometric Neck Exercise - Front And Back,
Neck,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/28/Male/l/28_1.jpg,Isolation,Body Only,Strength,Isometric Neck Exercise - Sides,
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1571/Male/l/1571_1.jpg,Compound,Body Only,Strength,Isometric Wipers,"Abdominals, Shoulders, Triceps"
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/91/Male/l/91_1.jpg,Compound,Body Only,Strength,Jackknife Sit-Up,
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/202/Male/l/202_1.jpg,Isolation,Body Only,Strength,Janda Sit-Up,
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/283/Male/l/283_1.jpg,Compound,Barbell,Strength,Jefferson Squats,"Calves, Glutes, Hamstrings, Lower Back, Traps"
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/304/Male/l/304_1.jpg,Compound,Barbell,Strength,JM Press,"Chest, Shoulders"
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/512/Male/l/512_1.jpg,Compound,Kettlebells,Strength,Kettlebell Arnold Press,Triceps
Hamstrings,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/549/Male/l/549_1.jpg,Compound,Kettlebells,Strength,Kettlebell Dead Clean,"Calves, Glutes, Lower Back, Quadriceps, Traps"
Abdominals,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/548/Male/l/548_1.jpg,N/A,Kettlebells,Strength,Kettlebell Figure 8,"Hamstrings, Shoulders"
Hamstrings,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/551/Male/l/551_1.jpg,Compound,Kettlebells,Strength,Kettlebell Hang Clean,"Calves, Glutes, Lower Back, Shoulders, Traps"
Hamstrings,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/546/Male/l/546_1.jpg,Compound,Kettlebells,Strength,Kettlebell One-Legged Deadlift,"Glutes, Lower Back"
Abdominals,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/524/Male/l/524_1.jpg,Compound,Kettlebells,Strength,Kettlebell Pass Between The Legs,"Glutes, Hamstrings, Shoulders"
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1731/Male/l/1731_1.jpg,Compound,Kettlebells,Strength,Kettlebell Pirate Ships,Abdominals
Quadriceps,Expert,http://www.bodybuilding.com/exercises/exerciseImages/sequences/521/Male/l/521_1.jpg,Compound,Kettlebells,Strength,Kettlebell Pistol Squat,"Calves, Glutes, Hamstrings, Shoulders"
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/555/Male/l/555_1.jpg,Compound,Kettlebells,Strength,Kettlebell Seated Press,Triceps
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/558/Male/l/558_1.jpg,Compound,Kettlebells,Strength,Kettlebell Seesaw Press,Triceps
Traps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/645/Male/l/645_1.jpg,Compound,Kettlebells,Strength,Kettlebell Sumo High Pull,"Adductors, Glutes, Hamstrings, Quadriceps, Shoulders"
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/641/Male/l/641_1.jpg,Compound,Kettlebells,Strength,Kettlebell Thruster,"Quadriceps, Triceps"
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/526/Male/l/526_1.jpg,Compound,Kettlebells,Strength,Kettlebell Turkish Get-Up (Lunge style),"Abdominals, Hamstrings, Quadriceps, Triceps"
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/527/Male/l/527_1.jpg,Compound,Kettlebells,Strength,Kettlebell Turkish Get-Up (Squat style),"Abdominals, Calves, Hamstrings, Quadriceps, Triceps"
Abdominals,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/533/Male/l/533_1.jpg,Compound,Kettlebells,Strength,Kettlebell Windmill,"Glutes, Hamstrings, Shoulders, Triceps"
Lats,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1471/Male/l/1471_1.jpg,Compound,Other,Strength,Kipping Muscle Up,"Abdominals, Biceps, Forearms, Middle Back, Shoulders, Traps, Triceps"
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/340/Male/l/340_1.jpg,Isolation,Other,Strength,Knee/Hip Raise On Parallel Bars,
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/937/Male/l/937_1.jpg,Isolation,Cable,Strength,Kneeling Cable Crunch With Alternating Oblique Twists,
Triceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/150/Male/l/150_1.jpg,Isolation,Cable,Strength,Kneeling Cable Triceps Extension,
Lats,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1921/Male/l/1921_1.jpg,Compound,Cable,Strength,Kneeling High Pulley Row,"Biceps, Middle Back"
Lats,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1991/Male/l/1991_1.jpg,Compound,Cable,Strength,Kneeling Single-Arm High Pulley Row,"Biceps, Middle Back"
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1751/Male/l/1751_1.jpg,Compound,Barbell,Strength,Landmine 180's,"Glutes, Lower Back, Shoulders"
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1181/Male/l/1181_1.jpg,Compound,Barbell,Strength,Landmine Linear Jammer,"Abdominals, Calves, Chest, Hamstrings, Quadriceps, Triceps"
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/258/Male/l/258_1.jpg,Isolation,Bands,Strength,Lateral Raise - With Bands,
Quadriceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/53/Male/l/53_1.jpg,Isolation,Machine,Strength,Leg Extensions,
Glutes,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/100/Male/l/100_1.jpg,Isolation,Body Only,Strength,Leg Lift,Hamstrings
Quadriceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/57/Male/l/57_1.jpg,Compound,Machine,Strength,Leg Press,"Calves, Glutes, Hamstrings"
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/95/Male/l/95_1.jpg,Compound,Body Only,Strength,Leg Pull-In,
Chest,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/543/Male/l/543_1.jpg,Compound,Kettlebells,Strength,Leg-Over Floor Press,"Shoulders, Triceps"
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/889/Male/l/889_1.jpg,Compound,Machine,Strength,Leverage Chest Press,"Shoulders, Triceps"
Quadriceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/890/Male/l/890_1.jpg,Compound,Machine,Strength,Leverage Deadlift,"Glutes, Hamstrings"
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/891/Male/l/891_1.jpg,Compound,Machine,Strength,Leverage Decline Chest Press,"Shoulders, Triceps"
Middle Back,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/892/Male/l/892_1.jpg,Compound,Machine,Strength,Leverage High Row,Lats
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/893/Male/l/893_1.jpg,Compound,Machine,Strength,Leverage Incline Chest Press,"Shoulders, Triceps"
Lats,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/894/Male/l/894_1.jpg,Compound,Machine,Strength,Leverage Iso Row,"Biceps, Middle Back"
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/897/Male/l/897_1.jpg,Compound,Machine,Strength,Leverage Shoulder Press,Triceps
Traps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/898/Male/l/898_1.jpg,Isolation,Machine,Strength,Leverage Shrug,Forearms
Lats,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1981/Male/l/1981_1.jpg,Compound,Other,Strength,London Bridges,"Biceps, Forearms, Middle Back"
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1621/Male/l/1621_1.jpg,Isolation,Cable,Strength,Low Cable Crossover,Shoulders
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/157/Male/l/157_1.jpg,Isolation,Cable,Strength,Low Cable Triceps Extension,
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/156/Male/l/156_1.jpg,Compound,Cable,Strength,Low Pulley Row To Neck,"Biceps, Middle Back, Traps"
Hamstrings,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1851/Male/l/1851_1.jpg,Compound,Kettlebells,Strength,Lunge Pass Through,"Calves, Glutes, Quadriceps"
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1861/Male/l/1861_1.jpg,Compound,Machine,Strength,Lunge Sprint,"Calves, Glutes, Hamstrings"
Biceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/144/Male/l/144_1.jpg,Isolation,Cable,Strength,Lying Cable Curl,
Middle Back,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/302/Male/l/302_1.jpg,Isolation,Barbell,Strength,Lying Cambered Barbell Row,"Biceps, Lats, Traps"
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/331/Male/l/331_1.jpg,Isolation,Cable,Strength,Lying Close-Grip Bar Curl On High Pulley,
Triceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/357/Male/l/357_1.jpg,Isolation,Barbell,Strength,Lying Close-Grip Barbell Triceps Extension Behind The Head,
Triceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/356/Male/l/356_1.jpg,Isolation,E-Z Curl Bar,Strength,Lying Close-Grip Barbell Triceps Press To Chin,
Triceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/229/Male/l/229_1.jpg,Isolation,Dumbbell,Strength,Lying Dumbbell Tricep Extension,"Chest, Shoulders"
Neck,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/25/Male/l/25_1.jpg,Isolation,Other,Strength,Lying Face Down Plate Neck Resistance,
Neck,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/26/Male/l/26_1.jpg,Isolation,Other,Strength,Lying Face Up Plate Neck Resistance,
Biceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/298/Male/l/298_1.jpg,Isolation,Barbell,Strength,Lying High Bench Barbell Curl,
